Artikelnummer,Bezeichnung,Online_Status,EAN,Kred_Artikelnummer,Warengruppe,Spalte7,Spalte8,Spalte9,Hauptkategorie,PG_Beschreibung,Marke,Modellnummer,Farbe,Saison,Herstellergröße,Zielgruppe,Rahmentyp,Radgröße,Akkukapazität,Absatz_Variabel,Absatz_30T,Absatz_7T,Bestand_verfügbar,Reichweite_JAHRE,Reichweite_MONATE,In_Auftrag,Offen,Nächster_Bestellzugang,Nächste_EK_Menge,Nächster_EK_Preis,Letzter_Einkaufspreis_Datum,Letzter_Einkaufspreis_Wert,Avg_EK,Umsatz_Var,DB_Var,Netto_Umsatz_7_Tage,Netto_Umsatz_30_Tage,DB_Pct_Var,Lagerwert,Retourquote,Erster_Zugang,Preis_Online,UVP,Rabattsatz,Kalkulation,BEMERKUNG,MINPRICE,MAXPRICE,Zyklus,Nachorder?
X6831996,Gepäckträger Grand Tour,JA,4036823919997,2063012800,T092,Marco,K1314,E. Wiener Bike Parts GmbH,TZB,Gepäckträger,TUBUS,M000057810,schwarz,22,26 - 28 Zoll,UN,,,0,,,,2,,,,,,,,2026-01-24,75.96,74.242778,,,0,0,,151.69,,2022-10-04,114.99,203.95,0.436185,1.5,"MP-1,55-0126",114.99,114.99,Active,0
X6831997,Gepäckträger Logo Evo,JA,4036823801001,961040,T092,Marco,K1328,CCM-Sport GmbH,TZB,Gepäckträger,TUBUS,M000057811,schwarz,26,26-28 Zoll,UN,,,0,,,,9,,,1,10,2026-04-01,10,57.09,2026-01-26,57.09,39.150635,,,0,0,,633.73,,2023-03-28,89.99,129.9,0.307236,1.6,"MP-1,55-0126",89.99,89.99,Active,0
X6831998,Gepäckträger Vega Evo - 26-28 Zoll,JA,4036823916286,961065,T092,Marco,K1328,CCM-Sport GmbH,TZB,Gepäckträger,TUBUS,M000057812,schwarz,26,26-28 Zoll,UN,,,0,,,,26,,,1,30,2026-04-01,20,46.15,2026-01-26,46.15,39.432444,,,0,0,,1345.7,,2023-11-07,71.99,104.9,0.313727,1.6,"MP-1,55-0126",71.99,71.99,Active,0
X6831999,Lowrider Grand Expedition Front,JA,4036823918877,2063015300,T092,Marco,K1314,E. Wiener Bike Parts GmbH,TZB,Gepäckträger,TUBUS,M000057813,schwarz,22,26 - 28 Zoll,UN,,,0,,,,10,,,,,,,,2026-03-25,77.38125,71.400741,,,0,0,,772.96,,2022-05-31,119.99,174.9,0.313951,1.6,"MP-1,55-0126",119.99,119.99,Active,0
X6832000,Lowrider Tara,JA,4048174830395,961110,T092,Marco,K1328,CCM-Sport GmbH,TZB,Gepäckträger,TUBUS,M000057814,schwarz,26,26-28 Zoll,UN,,,0,,,,31,,,,20,2026-04-01,20,41.75,2026-01-26,41.75,36.882157,,,0,0,,1300.52,,2022-06-28,64.99,94.9,0.315174,1.6,"MP-1,55-0126",64.99,64.99,Active,0
X6832001,Spannriemen,JA,4036823921334,2063092100,T098,Marco,K1314,E. Wiener Bike Parts GmbH,TZB,Gepäckträger/Schutzbleche E-Te,TUBUS,M000057816,schwarz,22,125 x 18 mm,UN,,,0,,,,11,,,,,,,,2026-03-25,5.948,5.577018,,,0,0,,64.97,,2022-04-28,9.99,11.95,0.164017,1.7,"MP-1,8-0126",9.99,9.99,Active,0
X6832044,Sattel Dimension 143 Tirox,Nein/Nur in der Filiale Verfügbar,4716112780575,2201029820,T103,MC,K1314,E. Wiener Bike Parts GmbH,TZB,Sattel Sport MTB/Renn,PROLOGO,M000057859,schwarz,24,245x143 mm,UN,,,0,,,,0,,,1,,,,,2024-12-07,63,65.9256,,,0,0,,63,,2022-06-30,89.99,139,0.35259,1.4,MC-AUSLAUF,89.99,89.99,Active,0
X6832047,Sattel Scratch M5 140 Tirox,JA,4711946193348,2201030057,T101,MC,K1314,E. Wiener Bike Parts GmbH,TZB,Sattel Standard,PROLOGO,M000057879,schwarz,22,250 x 140 mm,UN,,,0,,,,1,,,,,,,,2023-10-30,72.496667,70.024615,,,0,0,,71.89,,2022-05-05,103.99,139,0.251871,1.4,MC-AUSLAUF,103.99,103.99,Active,0
X6832052,Sattel Proxim W650 Performance Tirox,JA,4711946193423,2201029500,T101,MC,K1314,E. Wiener Bike Parts GmbH,TZB,Sattel Standard,PROLOGO,M000057876,Schwarz/Anthrazit,22,250 x 145 MM,UN,,,0,,,,3,,,,,,,,2022-07-05,64.6,64.6,,,0,0,,193.8,,2022-07-11,96.99,135,0.281556,1.5,MC-AUSLAUF,96.99,96.99,Active,0
X6832053,Sattel Scratch M5 Pas 140 Nack,JA,4711946193287,2201030028,T103,MC,K1314,E. Wiener Bike Parts GmbH,TZB,Sattel Sport MTB/Renn,PROLOGO,M000057881,schwarz,24,250x140 mm,UN,,,0,,,,1,,,,,,,,2024-12-07,113.4,113.4,,,0,0,,113.4,,2024-12-16,160.99,219,0.264886,1.4,MC-AUSLAUF,160.99,181.99,Active,0
X6832054,Sattel Dimension NDR143 CPC Tirox,JA,4711946191269,2201029740,T101,MC,K1314,E. Wiener Bike Parts GmbH,TZB,Sattel Standard,PROLOGO,M000057862,anthrazit/schwarz,22,245 x 143 mm,UN,,,0,,,,2,,,,,,,,2022-12-01,99.5,97.012,,,0,0,,197.34,,2022-06-30,145.99,169,0.136154,1.5,MC-AUSLAUF,145.99,145.99,Active,0
X6832055,Sattel Dimension 143 Nack,JA,4716112782333,2201029800,T103,MC,K1314,E. Wiener Bike Parts GmbH,TZB,Sattel Sport MTB/Renn,PROLOGO,M000057857,schwarz,24,245x143 mm,UN,,,0,,,,9,,,,,,,,2024-12-07,113.4,116.724,,,0,0,,1047.19,,2022-11-11,159.99,219,0.269452,1.4,MC-AUSLAUF,159.99,159.99,Active,0
X6832056,Sattel Dimension NDR143 Nack,JA,4716112780391,2201029750,T103,MC,K1314,E. Wiener Bike Parts GmbH,TZB,Sattel Sport MTB/Renn,PROLOGO,M000057863,anthrazit/schwarz,24,245x143 mm,UN,,,0,,,,7,,,,,,,,2024-12-07,113.4,118.805385,,,0,0,,813.03,,2022-06-30,164.99,219,0.246621,1.5,MC-AUSLAUF,164.99,164.99,Active,0
X6832064,Sattel Scratch M5 140 Nack,JA,4711946193317,2201030027,T103,MC,K1314,E. Wiener Bike Parts GmbH,TZB,Sattel Sport MTB/Renn,PROLOGO,M000057878,schwarz,24,250x140 mm,UN,,,0,,,,5,,,,,,,,2024-12-07,113.4,114.477143,,,0,0,,567,,2022-05-05,159.99,219,0.269452,1.4,MC-AUSLAUF,159.99,159.99,Active,0
X6832067,Sattel Dimension NDR143 CPC Nack,JA,4711946191245,2201029730,T101,MC,K1314,E. Wiener Bike Parts GmbH,TZB,Sattel Standard,PROLOGO,M000057861,anthrazit/schwarz,22,245 x 143 mm,UN,,,0,,,,4,,,,,,,,2023-03-23,149.686667,148.712,,,0,0,,594.85,,2023-03-28,220.99,279,0.207921,1.5,MC-AUSLAUF,220.99,220.99,Active,0
X6832070,Sattel Proxim W450 Performance Tirox,JA,4711946193010,2201029520,T101,MC,K1314,E. Wiener Bike Parts GmbH,TZB,Sattel Standard,PROLOGO,M000057874,Schwarz/Anthrazit,22,250 x 145 MM,UN,,,0,,,,3,,,,,,,,2023-03-22,59.85,59.85,,,0,0,,179.55,,2023-03-28,89.99,125,0.28008,1.5,MC-AUSLAUF,89.99,89.99,Active,0
X6832074,Sattel Akero AGX T2.0,JA,4711946194673,2201031530,T101,MC,K1314,E. Wiener Bike Parts GmbH,TZB,Sattel Standard,PROLOGO,M000057854,schwarz,22,255 x 150 mm,UN,,,0,,,,2,,,,,,,,2023-06-01,40.1,39.116667,,,0,0,,79.21,,2022-05-05,58.99,79,0.253291,1.5,MC-AUSLAUF,58.99,58.99,Active,0
X6832099,Sattel 610 M-D active CrMo,JA,4062695001010,57230-2008-900-14cm,T101,MC,K00001763,Boards &  More GmbH,TZB,Sattel Standard,SQ-LAB,M000057977,Black,26,14 CM,UN,,,0,,,,5,,,,4,2026-04-20,2,78.6,2026-03-18,53.85,48.55973,,,0,0,,270.37,,2022-07-15,109.99,139.99,0.214301,2,MC-C-NOS,109.99,109.99,Active,0
X6832100,Sattel 610 M-D active CrMo,JA,4062695001027,57230-2008-900-15cm,T101,MC,K00001763,Boards &  More GmbH,TZB,Sattel Standard,SQ-LAB,M000057977,Black,26,15 CM,UN,,,0,,,,8,,,,4,2026-04-20,2,78.6,2026-03-18,53.85,50.545741,,,0,0,,488.07,,2022-06-07,109.99,139.99,0.214301,2,MC-B-NOS,109.99,109.99,Active,0
X6832101,Sattel 610 M-D active CrMo,JA,4062695001034,57230-2008-900-16cm,T101,MC,K00001763,Boards &  More GmbH,TZB,Sattel Standard,SQ-LAB,M000057977,Black,26,16 CM,UN,,,0,,,,2,,,,4,2026-04-20,2,78.6,2026-03-18,53.85,46.858276,,,0,0,,107.7,,2022-06-07,109.99,139.99,0.214301,2,MC-C-NOS,109.99,109.99,Active,0
X6832102,Sattel 610 M-D active CrMo,JA,4062695001041,57230-2008-900-17cm,T101,MC,K00001763,Boards &  More GmbH,TZB,Sattel Standard,SQ-LAB,M000057977,Black,26,17 CM,UN,,,0,,,,2,,,,4,2026-04-20,2,78.6,2026-03-18,53.85,47.166,,,0,0,,162.33,,2022-06-03,109.99,139.99,0.214301,2,MC-C-NOS,109.99,109.99,Active,0
X6832103,Sattel 611 Ergowave S-Tube,JA,4260086855475,57230-2028-900-12cm,T101,MC,K00001763,Boards &  More GmbH,TZB,Sattel Standard,SQ-LAB,M000057980,Black,26,12 CM,UN,,,0,,,,6,,,,,,,,2023-01-26,54.8,54.798889,,,0,0,,328.79,,2022-09-29,109.99,139.99,0.214301,2,MC-AUSLAUF,109.99,109.99,Active,0
X6832105,Sattel 611 Ergowave S-Tube,JA,4260086855505,57230-2028-900-15cm,T101,MC,K00001763,Boards &  More GmbH,TZB,Sattel Standard,SQ-LAB,M000057980,Black,26,15 CM,UN,,,0,,,,4,,,,,,,,2022-09-22,54.798,54.798,,,0,0,,219.18,,2022-06-10,109.99,139.99,0.214301,2,MC-AUSLAUF,109.99,109.99,Active,0
X6832106,Sattel 611 Ergowave Carbon,JA,4260086855512,57230-2027-900-12cm,T101,MC,K00001763,Boards &  More GmbH,TZB,Sattel Standard,SQ-LAB,M000057981,Black,26,12 CM,UN,,,0,,,,3,,,,,,,,2023-12-14,78.354,78.35,,,0,0,,235.06,,2022-06-07,159.99,179.99,0.111117,2,MC-AUSLAUF,159.99,159.99,Active,0
X6832107,Sattel 611 Ergowave Carbon,JA,4260086855529,57230-2027-900-13cm,T101,MC,K00001763,Boards &  More GmbH,TZB,Sattel Standard,SQ-LAB,M000057981,Black,26,13 CM,UN,,,0,,,,1,,,,,,,,2023-12-14,78.354,78.354167,,,0,0,,78.35,,2022-10-04,159.99,179.99,0.111117,2,MC-AUSLAUF,159.99,159.99,Active,0
X6832109,Sattel 611 Ergowave Carbon,JA,4260086855543,57230-2027-900-15cm,T101,MC,K00001763,Boards &  More GmbH,TZB,Sattel Standard,SQ-LAB,M000057981,Black,26,15 CM,UN,,,0,,,,1,,,,,,,,2024-07-31,78.355,78.354,,,0,0,,78.35,,2022-09-26,159.99,179.99,0.111117,2,MC-AUSLAUF,159.99,159.99,Active,0
X6832117,Sattel 6OX Infinergy Ergowave active 2.1 S-Tube,JA,4062695001683,57230-2021-900-15cm,T101,MC,K00001763,Boards &  More GmbH,TZB,Sattel Standard,SQ-LAB,M000057993,schwarz,25,15 CM,UN,,,0,,,,5,,,,,,,,2024-04-15,81.598,81.5928,,,0,0,,407.99,,2022-06-07,169.99,199.95,0.149837,2.1,MC-AUSLAUF,169.99,169.99,Active,0
X6832118,Sattel 6OX Infinergy Ergowave active 2.1 S-Tube,JA,4062695001690,57230-2021-900-16cm,T101,MC,K00001763,Boards &  More GmbH,TZB,Sattel Standard,SQ-LAB,M000057993,schwarz,25,16 CM,UN,,,0,,,,20,,,,,,,,2024-06-07,81.596,81.623958,,,0,0,,1631.7,,2022-06-07,169.99,199.95,0.149837,2.1,MC-AUSLAUF,169.99,169.99,Active,0
X6832121,Sattel 612 Ergowave R S-Tube,JA,4062695000280,57230-2034-900-12cm,T101,MC,K00001763,Boards &  More GmbH,TZB,Sattel Standard,SQ-LAB,M000057984,Black,26,12 CM,UN,,,0,,,,3,,,,,,,,2024-07-08,58.745,58.746316,,,0,0,,176.23,,2022-06-09,119.99,149.99,0.200013,2,MC-AUSLAUF,119.99,119.99,Active,0
X6832123,Sattel 612 Ergowave S-Tube,JA,4260086855338,57230-2031-900-12cm,T103,MC,K00001763,Boards &  More GmbH,TZB,Sattel Sport MTB/Renn,SQ-LAB,M000074993,schwarz,25,12 CM,UN,,,0,,,,2,,,,,,,,2022-08-01,54.796667,54.79625,,,0,0,,109.59,,2022-06-03,119.99,139.95,0.142622,2.2,MC-AUSLAUF,119.99,119.99,Active,0
X6832124,Sattel 612 Ergowave R Carbon,JA,4062695000310,57230-2033-900-12cm,T101,MC,K00001763,Boards &  More GmbH,TZB,Sattel Standard,SQ-LAB,M000057985,schwarz,25,12 CM,UN,,,0,,,,8,,,,,,,,2025-02-26,87.488,89.599286,,,0,0,,710.19,,2022-06-03,184.99,229.95,0.195521,2.1,MC-AUSLAUF,184.99,184.99,Active,0
X6832125,Sattel 612 Ergowave R Carbon,JA,4062695000327,57230-2033-900-13cm,T101,MC,K00001763,Boards &  More GmbH,TZB,Sattel Standard,SQ-LAB,M000057985,schwarz,25,13 CM,UN,,,0,,,,13,,,,,,,,2025-02-26,87.488,89.796327,,,0,0,,1161.48,,2022-06-03,184.99,229.95,0.195521,2.1,MC-AUSLAUF,184.99,184.99,Active,0
X6832128,Sattel 612 Ergowave Carbon,JA,4260086855208,57230-2035-900-12cm,T101,MC,K00001763,Boards &  More GmbH,TZB,Sattel Standard,SQ-LAB,M000057987,Black,26,12 CM,UN,,,0,,,,3,,,,,,,,2023-05-17,78.3525,78.353077,,,0,0,,235.06,,2022-07-15,159.99,179.99,0.111117,2,MC-AUSLAUF,159.99,159.99,Active,0
X6832129,Sattel 612 Ergowave Carbon,JA,4260086855215,57230-2035-900-13cm,T101,MC,K00001763,Boards &  More GmbH,TZB,Sattel Standard,SQ-LAB,M000057987,Black,26,13 CM,UN,,,0,,,,14,,,1,,,,,2024-06-07,78.354,78.353,,,0,0,,1175.32,,2022-06-30,159.99,179.99,0.111117,2,MC-AUSLAUF,159.99,159.99,Active,0
X6832130,Sattel 612 Ergowave Carbon,JA,4260086855222,57230-2035-900-14cm,T101,MC,K00001763,Boards &  More GmbH,TZB,Sattel Standard,SQ-LAB,M000057987,Black,26,14 CM,UN,,,0,,,,2,,,,,,,,2024-03-20,78.353333,78.353333,,,0,0,,156.71,,2022-07-15,159.99,179.99,0.111117,2,MC-C-NOS,159.99,159.99,Active,0
X6832131,Sattel 612 Ergowave Carbon,JA,4260086855239,57230-2035-900-15cm,T101,MC,K00001763,Boards &  More GmbH,TZB,Sattel Standard,SQ-LAB,M000057987,Black,26,15 CM,UN,,,0,,,,1,,,,,,,,2023-05-17,78.353333,78.387273,,,0,0,,78.4,,2022-10-04,159.99,179.99,0.111117,2,MC-AUSLAUF,159.99,159.99,Active,0
X6832132,Sattel 612 Ergowave active 2.1 S-Tube,JA,4062695001096,57230-2032-900-12cm,T101,MC,K00001763,Boards &  More GmbH,TZB,Sattel Standard,SQ-LAB,M000057983,schwarz,25,12 CM,UN,,,0,,,,11,,,,,,,,2024-06-07,58.748,58.734146,,,0,0,,646.21,,2022-06-03,126.99,149.95,0.153118,2.2,MC-C-NOS,126.99,126.99,Active,0
X6832135,Sattel 612 Ergowave active 2.1 S-Tube,JA,4062695001133,57230-2032-900-16cm,T101,MC,K00001763,Boards &  More GmbH,TZB,Sattel Standard,SQ-LAB,M000057983,schwarz,25,16 CM,UN,,,0,,,,3,,,,,,,,2024-06-07,58.748,58.744894,,,0,0,,176.23,,2022-06-07,126.99,149.95,0.153118,2.2,MC-C-NOS,126.99,126.99,Active,0
X6832136,Sattel 613 Ergowave R S-Tube,JA,4062695000723,57230-2038-900-11cm,T101,MC,K00001763,Boards &  More GmbH,TZB,Sattel Standard,SQ-LAB,M000057988,Black,26,11 CM,UN,,,0,,,,2,,,,,,,,2022-08-01,74.4,74.393333,,,0,0,,148.79,,2022-06-07,149.99,189.99,0.210537,2,MC-AUSLAUF,149.99,149.99,Active,0
X6832139,Sattel 613 Ergowave R Carbon,JA,4062695000754,57230-2037-900-11cm,T101,MC,K00001763,Boards &  More GmbH,TZB,Sattel Standard,SQ-LAB,M000057989,Black,26,11 CM,UN,,,0,,,,3,,,,,,,,2023-02-06,97.8875,97.882857,,,0,0,,293.65,,2022-06-07,199.99,249.99,0.200008,2,MC-AUSLAUF,199.99,199.99,Active,0
X6832140,Sattel 613 Ergowave R Carbon,JA,4062695000761,57230-2037-900-12cm,T101,MC,K00001763,Boards &  More GmbH,TZB,Sattel Standard,SQ-LAB,M000057989,Black,26,12 CM,UN,,,0,,,,7,,,,,,,,2023-02-06,97.89,97.88125,,,0,0,,685.17,,2022-06-07,199.99,249.99,0.200008,2,MC-AUSLAUF,199.99,199.99,Active,0
X6832141,Sattel 613 Ergowave R Carbon,JA,4062695000778,57230-2037-900-13cm,T101,MC,K00001763,Boards &  More GmbH,TZB,Sattel Standard,SQ-LAB,M000057989,Black,26,13 CM,UN,,,0,,,,6,,,,,,,,2023-02-06,97.89,97.88125,,,0,0,,587.29,,2022-06-07,199.99,249.99,0.200008,2,MC-AUSLAUF,199.99,199.99,Active,0
X6832143,Griffe 711 R,JA,4062695000372,57230-2103-900-S,T064,MC,K00001763,Boards &  More GmbH,TZB,Griffe/Band,SQ-LAB,M000057952,Black,26,"small - 128,0 mm",UN,,,0,,,,3,,,,,,,,2022-08-01,7.826667,7.82625,,,0,0,,23.47,,2022-06-03,14.99,19.99,0.250125,1.9,MC-AUSLAUF,14.99,14.99,Active,0
X6832145,Griffe 711 R,JA,4062695000396,57230-2103-900-L,T064,MC,K00001763,Boards &  More GmbH,TZB,Griffe/Band,SQ-LAB,M000057952,Black,26,"large - 128,0 mm",UN,,,0,,,,6,,,,5,2026-04-20,5,11.4,2025-10-21,7.81,6.548214,,,0,0,,47.47,,2022-06-03,14.99,19.99,0.250125,1.9,MC-AUSLAUF,14.99,14.99,Active,0
X6832146,Griffe 711 R,JA,4062695000556,57230-2103-900-XL,T064,MC,K00001763,Boards &  More GmbH,TZB,Griffe/Band,SQ-LAB,M000057952,Black,26,"xlarge - 128,0 mm",UN,,,0,,,,5,,,,5,2026-04-20,5,11.4,2025-10-21,7.81,5.647778,,,0,0,,39.05,,2022-06-03,14.99,19.99,0.250125,1.9,MC-AUSLAUF,14.99,14.99,Active,0
X6832148,Griffe 7OX gelbe Klemme,JA,4260086857226,57230-2105-303-S,T064,MC,K00001763,Boards &  More GmbH,TZB,Griffe/Band,SQ-LAB,M000057958,Schwarz/Gelb,25,"small - 134,8 mm",UN,,,0,,,,6,,,,,,,,2022-08-01,11.706667,11.705,,,0,0,,70.23,,2022-06-03,24.99,29.95,0.165609,2.1,MC-AUSLAUF,24.99,24.99,Active,0
X6832149,Griffe 7OX gelbe Klemme,JA,4260086857233,57230-2105-303-M,T064,MC,K00001763,Boards &  More GmbH,TZB,Griffe/Band,SQ-LAB,M000057958,Schwarz/Gelb,25,"medium - 134,8 mm",UN,,,0,,,,4,,,,,,,,2025-10-16,11.708,11.7076,,,0,0,,46.82,,2022-06-03,24.99,29.95,0.165609,2.1,MC-AUSLAUF,24.99,24.99,Active,0
X6832152,Griffe Stuby,Nein/Nur in der Filiale Verfügbar,4260086852672,57230-2107-900-M,T064,MC,K00001763,Boards &  More GmbH,TZB,Griffe/Band,SQ-LAB,M000057962,schwarz,25,M - 155 MM,UN,,,0,1,,,0,0,,,,,,,2023-06-01,19.535,19.577385,13.67,-5.88,0,0,-0.430139,0,,2022-06-03,39.99,49.95,0.199399,2,MC-AUSLAUF,39.99,39.99,Active,0
X6832153,Griffe Stuby,Nein/Nur in der Filiale Verfügbar,4260086852689,57230-2107-900-L,T064,MC,K00001763,Boards &  More GmbH,TZB,Griffe/Band,SQ-LAB,M000057962,schwarz,25,L - 155 MM,UN,,,0,,,,0,,,,,,,,2023-06-01,19.54,19.535,,,0,0,,19.53,,2022-06-03,39.99,49.95,0.199399,2,MC-AUSLAUF,39.99,39.99,Active,0
X6832154,Innerbarends 411 R Carbon,JA,4062695000426,57230-2514-900-22.2mm,T062,MC,K00001763,Boards &  More GmbH,TZB,Bar Ends,SQ-LAB,M000057968,Black,26,OSZ,UN,,,0,,,,10,,,,,,,,2025-04-28,64.673333,59.1132,,,0,0,,709.9,,2022-06-03,129.99,169.99,0.235308,2,MC-AUSLAUF,129.99,129.99,Active,0
X6832155,Innerbarends 411 2.0,JA,4062695002390,57230-2512-900-22.2mm,T062,MC,K00001763,Boards &  More GmbH,TZB,Bar Ends,SQ-LAB,M000057967,Black,26,OSZ,UN,,,0,,,,23,,,,,,,,2026-03-18,15.415,15.536146,,,0,0,,360.58,,2022-12-23,34.99,39.99,0.125031,2.3,MC-NEW,34.99,34.99,Active,0
X6832156,Innerbarends 410 2.0,JA,4062695002383,57230-2501-900-22.2mm,T062,MC,K00001763,Boards &  More GmbH,TZB,Bar Ends,SQ-LAB,M000057965,Black,26,OSZ,UN,,,0,,,,8,,,,10,2026-04-20,10,22.5,2026-03-18,15.415,14.547556,,,0,0,,123.88,,2023-03-07,34.99,39.99,0.125031,2.3,MC-NEW,34.99,34.99,Active,0
X6832157,Pedale 512 Road,JA,4062695000822,57230-2215-C99-S,T023,MC,K00001763,Boards &  More GmbH,TZB,Pedale MTB Click,SQ-LAB,M000057973,Black,26,small (-5 mm),UN,,,0,,,,7,,,,5,2026-04-20,5,84.3,2026-03-18,57.754,34.856154,,,0,0,,398.34,,2022-06-03,119.99,149.99,0.200013,2.1,MC-AUSLAUF,119.99,119.99,Active,0
X6832158,Pedale 512 Road,Nein/Nur in der Filiale Verfügbar,4062695000839,57230-2215-C99-M,T023,MC,K00001763,Boards &  More GmbH,TZB,Pedale MTB Click,SQ-LAB,M000057973,Black,26,medium (Standard),UN,,,0,,,,0,,,,5,2026-04-20,5,84.3,2022-05-31,54.786667,20.545,,,0,0,,0,,2022-06-03,119.99,149.99,0.200013,2.2,MC-AUSLAUF,119.99,119.99,Active,0
X6832159,Pedale 512 Road,JA,4062695000846,57230-2215-C99-L,T023,MC,K00001763,Boards &  More GmbH,TZB,Pedale MTB Click,SQ-LAB,M000057973,Black,26,large (+8 mm),UN,,,0,,,,5,,,,5,2026-04-20,5,84.3,2026-03-18,57.754,40.832222,,,0,0,,288.77,,2022-06-03,119.99,149.99,0.200013,2.1,MC-AUSLAUF,119.99,119.99,Active,0
X6832160,Pedale 512 Road,JA,4062695000853,57230-2215-C99-XL,T023,MC,K00001763,Boards &  More GmbH,TZB,Pedale MTB Click,SQ-LAB,M000057973,Black,26,XL (+15 mm),UN,,,0,,,,4,,,1,5,2026-04-20,5,84.3,2026-03-18,57.754,45.441667,,,0,0,,288.77,,2022-06-03,119.99,149.99,0.200013,2.1,MC-AUSLAUF,119.99,119.99,Active,0
X6832164,Pedale 511 Race,Nein/Nur in der Filiale Verfügbar,4260086855680,1911,T023,MC,K1262,SQlab GmbH,TZB,Pedale MTB Click,SQ-LAB,M000057972,Schwarz/Silber,24,XL (+15 mm),UN,,,0,,,,0,,,,,,,,2024-07-17,31.313,31.319643,,,0,0,,31.36,,2022-06-03,65.99,79.95,0.174609,2.1,MC-AUSLAUF,65.99,65.99,Active,0
X6832178,Upstreet5 5.20 Comfort,JA,8720105493881,8720105493881,F101,Filippo,K2249,Flyer Service GmbH,Bike,E-City,FLYER,M000057895,Anthracite Gloss,24,M,DA,DKO,28,630,,,,12,,,5,,,,,2024-06-13,1625,1235,,,0,0,,24700,,2024-06-14,1999.99,3499,0.428411,1.2,DW:Feld_Abfrage_Rest_Gruppe_12092025_Upd_30012026,1999.99,1999.99,Active,0
X6832212,Side Swipe Cage Flaschenhalter,Nein/Nur in der Filiale Verfügbar,682670915534,CG-118,Z113,Marco,K00001782,fr bike GmbH,TZB,Trinkflaschen Halter,SUPACAZ,M000058012,Rot,22,Zugriff rechts,UN,,,0,,,,0,,,1,,,,,2022-05-03,8.626,8.626,,,0,0,,8.62,,2022-05-06,8.99,25,0.6404,1,MP-XXX-0126-Auslauf,8.99,8.99,Active,0
X6832215,Side Swipe Cage Flaschenhalter,JA,660902391219,CG-121,Z113,Marco,K00001782,fr bike GmbH,TZB,Trinkflaschen Halter,SUPACAZ,M000058012,Rot,22,Zugriff links,UN,,,0,,,,4,,,,,,,,2022-05-03,8.626,8.626,,,0,0,,34.5,,2022-05-06,8.99,25,0.6404,1,MP-XXX-0126-Auslauf,8.99,8.99,Active,0
X6832216,Side Swipe Cage Flaschenhalter,JA,660902391271,CG-122,Z113,Marco,K00001782,fr bike GmbH,TZB,Trinkflaschen Halter,SUPACAZ,M000058012,neon gelb,22,Zugriff links,UN,,,0,,,,3,,,,,,,,2022-05-03,8.626,8.626,,,0,0,,25.87,,2022-05-06,8.99,25,0.6404,1,MP-XXX-0126-Auslauf,8.99,8.99,Active,0
X6832271,GRX FD-RX400 2x10-fach Umwerfer,JA,4550170448479,IFDRX400F,T088,MC,K1173,Paul Lange GmbH & Co. KG,TZB,Kettensch. E.Teile/Zub.,SHIMANO,M000106801,schwarz,NOS,2x10,UN,,,0,,,,3,,,,,,,,2025-09-09,18.973333,18.7175,,,0,0,,56.92,,2025-08-29,38.99,42.95,0.0922,2.1,MC-AUSLAUF,37.99,37.99,Active,0
X6832298,Ignite MIPS,JA,716736335391,E007353JX5559,B111,PW,K00001836,Safilo GmbH,Bekleidung,Helm Standard,SMITH,M000058060,Black / Matte Cement,26,55-59 cm (MED),UN,,,0,,,,1,,,,,,,,2025-04-15,102.5,101.5625,,,0,0,,102.5,,2022-05-11,159.99,250,0.36004,1.6,PW-Auslauf-12,159.99,159.99,Active,0
X6832299,Ignite MIPS,JA,716736335407,E007353JX5962,B111,PW,K00001836,Safilo GmbH,Bekleidung,Helm Standard,SMITH,M000058060,Black / Matte Cement,26,59-62 cm (LRG),UN,,,0,,,,3,,,,,,,,2025-04-15,102.5,101.25,,,0,0,,307.5,,2022-05-11,159.99,250,0.36004,1.6,PW-Penner-11,159.99,159.99,Active,0
X6832301,Ignite MIPS,Nein/Nur in der Filiale Verfügbar,716736336695,E007353K05559,B111,PW,K00001836,Safilo GmbH,Bekleidung,Helm Standard,SMITH,M000058060,White / Matte White,26,55-59 cm (MED),UN,,,0,,,,0,,,,3,2026-03-31,3,125,2026-02-28,103.035,93.602,,,0,0,,0,,2022-05-11,159.99,250,0.36004,1.6,PW-Penner-11,159.99,159.99,Active,0
X6832302,Trace MIPS,JA,716736334974,E007283JX5155,B111,PW,K00001836,Safilo GmbH,Bekleidung,Helm Standard,SMITH,M000108131,Black Matte Cement B21,26,51-55 cm (SM),UN,,,0,,,,12,,,,,,,,2026-01-31,102.5,102.307692,,,0,0,,1227.78,,2022-05-30,153.99,250,0.38404,1.5,PW-Penner-08,153.99,153.99,Active,0
X6832303,Trace MIPS,JA,716736334981,E007283JX5559,B111,PW,K00001836,Safilo GmbH,Bekleidung,Helm Standard,SMITH,M000108131,Black Matte Cement B21,26,55-59 cm (MED),UN,,,0,,,,1,,,,,,,,2026-01-31,102.5,102.709474,,,0,0,,205.62,,2022-05-11,153.99,250,0.38404,1.5,PW-Penner-08,153.99,153.99,Active,0
